x	y
Remind all of them at 9:20 AM today	Found
Thanks call has been done	Found
N second reminder is also ....I want to set	Not Found
Only 5000.remind me by 7 pm	Not Found
u Remind me of my x her name was anjali too	Found
The schedule is from 8.00 am to 12.00 midnight.	Not Found
Hi,remind tmrw at 11:30am to but mattress	Found
Thx	Not Found
Remind me after 25 minutes.	Not Found
Please remind me to courier clerk stamp to Shameer clerk Tirur	Found
Can you alert me about new givt jobs	Found
Remind Me at 11 am on 30th November 2016 That Your Accounts Lecture is there at Mensa Classes from 12 pm - 1.30 pm.	Found
Do you have any idea about for today's bank timing?	Found
I want to set a remainder of 8am	Not Found
Also remind me to put eyedrops in my eyes every three hours	Found
From tomorrow message and remind me to eat every 3hrs	Found
Plz remind me for relaince gallary work	Found
I'm Vignesh Murali's son...Can u set alarm for me?	Found
Remind me to pay rent	Found
Remind me on 9th December Convocation form submit	Found
Give me a reminder at 1:30pm today	Found
Thanks ruksar...please set a reminder at 3 pm today title as "theory of machines 2"	Found
But I want to name this reminder	Not Found
Remind me to send meeting invite to manju today 9 am	Found
Reminder for Rocky's birthday gift and shopping for mom in law	Found
Yes, please remind me everyday	Not Found
Remind to practice guitar daily at 5 pm	Found
Actually the phone number which I have registered , I doesn't keep it with me every time. I carry another phone. So I want to set reminder to the phone number which I carry every time. Can u do this??	Found
Remind to collect final version from mahalingapuram tomorrow at 9am	Found
Hyy remind me to purchase nylon thread at 1:00 pm today	Found
Can you remind me to eat at 8 pm	Found
Hey can u remind me to return my library book on 9/12/16	Found
one more alarm	Not Found
Pls call in another 15min	Not Found
Remind me for doing my homework	Found
Remind me to book a bus ticket at 3 o clock	Found
Any of my reminder	Not Found
Nothing but remind me to see every match of Chelsea FC	Found
I need a reminder at 1:30 pm and 2 pm	Not Found
Remind me to go to doc morning at 11	Found
Remind me to visit aga building on Sunday at 10 am.	Found
Pl. Remind me for somil school at 9.00 am today.	Found
Remind me to eat fruits during break today..	Found
Please remind me at 10 am	Not Found
It's very important please call	Not Found
Actually Deepika whenever I need this I will tell you to remind me	Found
I hav to cncl my reminder	Not Found
How to edit recent entered birthday wish reminder	Found
Is this reminder set for everyday or just for today??	Not Found
It should tell me what the reminder is	Found
Keep this reminder for everyday	Not Found
Hey remind me to go to a party at 6pm today	Found
Remind me of buying cell	Found
Please remind me to withdraw money from ATM at 1900 hrs today	Found
And also set at 6am	Not Found
plz remind me to reserve tickets for jind campus	Found
I have already talked about this with many of my friends. They will be using it too. It's a great app and it comes with a big thank you to you people who are ready to help us	Found
Remind me to buy books	Found
Remind me at 12 today . I have to press my dress	Found
Remind me to go to doctor tomorrow at 7:00 pm	Found
Cud u remind me every Saturday at 16:10 hours about vedam	Found
Remind me something please!	Not Found
hey plz remind me to wish pallavi happy bday today 11.59	Found
Dec 3 reminder it	Not Found
Reminder to pay 1.8 lacks to harish shetty tomorrow at 4 PM	Found
For remind me	Not Found
Can u send me daily reminder?	Not Found
Please remind to book train tickets tomorrow	Found
Remind me to watch Gotham tomorrow at 8 in the night	Found
Can you remind me	Not Found
So on the other chat i was discussing about ordering chocolates. Can u help llease?	Found
Need daily remainder	Not Found
Reminder time 8 am to 6 pm Is it possible	Found
Remind me about fee payment	Found
Want to know about best sex position	Found
Please set a reminder for tomorrow at 11 a.m.	Not Found
Remind me to send mail to Dipesh Bhai	Found
Thanks Milan for all the reminders	Found
Ohk stops the reminders from today	Found
Remind me about book of pankaj sir at 8pm today	Found
Hi mohit	Not Found
Is it possible to remind me from 0800 am to 1000 pm	Found
Remind me to get my Sanskrit work book in 15 minutes	Found
Kashif gift and suit reminder at 10 pm today	Found
I am msg week plan at 11am	Found
But can u remind me everyday	Not Found
Please set a reminder for 12:01 am on 11th of December	Not Found
Remind me to go Hanuman Temple for food tommorow at 9.40 am	Found
Remind me tomorrow about Prow work order for clients	Found
Remind me on Monday and Tuesday at 5.00 pm to buy notes for Avi	Found
Can you repeat the alarm	Not Found
Remind me to change status tomorrow at 11 am	Found
Pl remind me payment society bill for rs 3169	Found
Pls check if any reminder is set up for me ?	Found
Remind me at today 11:30pm i have to go to marker & return home	Found
K also set another one for today at 7.35	Found
can u plz remind me every 45 min	Not Found
Remind me today for exam at 11:00am	Found
Hey can you please set a reminder for me	Not Found
Delte this reminder	Not Found
Yo Varnika!	Not Found
Naa please remind me around 1pm for meeting in NCPCR janpath	Found
Remind me on 17 nov at 10.00 am for gurudwara sahib bhundar gunga sahib 9465081386	Found
How can I schedule	Not Found
thanks to remind me	Not Found
Hey my sis told me that u called me	Not Found
Remind me for jayem trials.	Found
remind me to collect tcl invoice from Amit	Found
Set me a reminder sis	Not Found
Remind me to work on yaayu's birthday gift	Found
But but I have set it for 14th of November	Not Found
pls remind me after 1 hr	Not Found
Remind me to Give my gym gloves to HAPPY today at 5:50pm	Found
Remind me on Tuesday at 8 PM to meet sudhanshu	Found
Call shankar at 5	Found
Plz remind to buy gangotri khakras@8pm.	Found
Set a new to-do	Not Found
Call me today at 11 am to pay credit card bill	Found
Set alarm at 9-45	Not Found
Plz set a reminder for my fund's marriage on 29th Nov @5pm	Found
remind to login after 5 Minutes today	Not Found
Remind me to go to novotil hicc tomorrow.	Found
Nice that you helped me to set all my meetings today	Found
Please remind me after 1 hour to get grocery	Found
Remind me to wish lots of ppl on 3rd Feb at 11 am	Found
Remind to speak to Vishal Samsung	Found
How can I deactivate this reminded?	Not Found
Plz set a reminder for tomorrow 7pm to see the moon	Found
Yes. I will get back to you.	Not Found
Can u remind me about grocery shopping	Not Found
How do I add reminders at one time or particular day	Found
I haven't received any call?	Not Found
Thank u for d reminder	Not Found
Remind me to charge my camera tonight at 9pm	Found
To remind for crisis interview	Found
Reminder to Apply for NET (Rekha)	Found
Please postpone tge reminder	Not Found
Remind me to go to snow white dryclean at 09:30am	Found
Ya shraddha thanks for reminding me	Found
Delete first sudesh nagvenkar which was scheduled by 10.10	Found
Remind me about to purchase a b complex tabs	Found
Hey,remind me to go for Registrtn for my sem	Found
Reminder at 9.15am	Not Found
About meeting boss at 9	Found
Hi good morning If any reminder close dear	Found
Remind me to close interest subsidy today	Found
Is this necessary mobile data on for getting wakeup call	Found
Remainder me to masturbate at 11am	Found
Remind me 2morrow at 11.30	Not Found
Definitely Yamini, I will set a reminder for you. Can you please tell me at what time I should remind you?	Found
Remind me about the telephonic interview tomorrow	Found
Please remind me to do tickets at 12:30 pm	Found
Thanks gloria	Not Found
Reminder for statements to fariya	Found
Remind to pay the phone wala	Found
Cynthia mams leggins r to be given today	Found
Set me an alarm	Not Found
plase give me a call by 11 45 pm on 17th	Found
Remind me for hair oil today at 8:45	Found
Set a Reminder	Not Found
Call	Not Found
Remind me to buy a present for Supriya	Found
tell me about	Not Found
U call ppl	Found
Hi Plz remind me to 3things... Aep Competency card Sign on a sheet	Found
Can u remind me to tell moment of leaving at 4 pm	Found
Reminder that i have my station	Found
I want 24 hours to remind	Not Found
Remind me to meet Fr.Cedric on 2nd January 2017 at 9 am	Found
Set up an alarm for 5:52	Not Found
I have been setting alarm since two days but I get a message every morning sorry we could nt get through	Found
Can you set me another reminder?	Not Found
You can only set reminder for me yeah?	Found
Wat will you remind me about?	Found
12 o clock	Not Found
Plz set a reminder for hdfc creadit card bill payment on 30/11/16 at morning 11am	Found
wish u the same....i would like to give feed back about you	Found
Can I get list of my scheduled remienders	Not Found
Wasim remind me at 2pm to get my pictures clicked at the studio for passport	Found
Daily i need your remainder on 5.00 am	Not Found
Please remind me on 12 feb 2017 that Gaurav's bday is in 10 days	Found
Remind me to watch a movie at 9pm on Sunday	Found
Remember me to take cigarettes at 10 a.m	Found
Thankz for reminder	Not Found
Can you remind me to study?	Found
Can you please remind me	Not Found
Thanks.. set reminder bw 9am to 5pm..	Not Found
Remind me tomorrow to recharge	Found
Remind me to check Haptik at 5:06pm	Found
I missed today's flash sale of MI VR Play from http://m.buy.mi.com/in/item/3164400002. Can you remind me whenever there is the next flash sale for the same product? I am very forgetful.	Found
Remind me to go to Max hospital tomorrow	Found
So can set reminder	Not Found
Remind me that I need to study "Mlag" and get my doubts cleared	Found
Please remind me at 15.40 to have tea	Found
Why aren't you calling me	Not Found
Call watch arshad at 11 am tomorrow	Found
Hey...pls Remington me about expense claims and Tirupati ROM indent tomorrow by 11 am	Found
can we set this alarm from Monday-Friday?	Not Found
I have my all reminder deactivate	Found
Remind me on 7th January at 6pm for program	Found
I need 3 alarms	Not Found
Set a reminder for 18nov	Not Found
Remind me tomorrow	Not Found
I want to set an reminder	Not Found
Plz remind me to remove nin book at 6.50am today	Found
Thank you for your remainder	Not Found
i want a remainder for daily studies	Not Found
Reminder about preparing iOS developer resume	Found
Can you find out about new football events in mumbai ?	Found
Remind me to pappu nanapoyali at 12:30 pm	Found
Nw onwards plz dnt remaind me ohk	Not Found
Deepika call me tomorrow morning 9 am 17th Nov	Found
Please cancell my alarm of 5 am	Not Found
Can u pls remind me of tweets at 11.40, 12:5, 12:40, 1:5 today on childrens day	Not Found
Can you change it to remind me after every 1 hour	Not Found
Oh thnku for ur reminder	Not Found
Remind me to go to post office tomorrow 11 a.m	Found
Pls, can you change the frequency reminder to 2 hrs	Not Found
Set a general reminder for today at 11:24 pm	Not Found
Want to set a reminder	Not Found
Remind me today at 8:30 about "Bring the bag from your Dada's house"	Found
can you remind for tea	Found
wanted to call naresh at 10:26 today	Found
Hi can you remind me to pay for the HDFC CC EMI on 28Nov for 15885 pls	Found
Please put a reminder at 9am today	Not Found
Remind me to close my bank account on 01/06/17	Found
Remind me to webcheckin at 6:55 pm	Not Found
Remind me on 31 march at 9.30 and 10.30 pm to wish sharad happy birthday	Found
Meeting Reminder Date: January 7, 2017 Time: 12 30 p.m. Meeting with: Bhy Hema bhabhi Venue: Bhayander Ambesh Bhavan	Found
Actually i have a exam thts y tht much alarm	Found
Dr rajinder anniversary 4 Dec 2017	Not Found
It's Naidu sir birthday on 8th January 2017 please remind..	Found
I have to go to trade fair on 19 th Nov,do remind me	Found
Remind me to hand over VC's investment proof to Pravin tomorrow at 12:30 PM	Found
Sorry.thanks 4 remind me	Not Found
